,author,title,description,url,content,source
1407,FDA,Eurosirel S.P.A - 690733 - 11/20/2024,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eurosirel-spa-690733-11202024,"Delivery Method:
VIA UPS
Reference #:
320-25-17
Product:
Drugs 
Recipient:
Eurosirel S.P.A
Viale Europa 3020090CusagoMIItaly
Issuing Office:
Center for Drug Evaluation and Research (CDER)
… [+8607 chars]",2024-11-26T14:20:10Z
1408,FDA,"Zhejiang Uniquality Nursing Products Technology Co., Ltd. dba ZheJiang YouQuan Care Products Technology Co., Ltd. - 690949 - 11/12/2024",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/zhejiang-uniquality-nursing-products-technology-co-ltd-dba-zhejiang-youquan-care-products-technology,"Delivery Method:
VIA UPS
Reference #:
320-25-14
Product:
Drugs 
Recipient:
Zhejiang Uniquality Nursing Products Technology Co., Ltd. dba ZheJiang YouQuan Care Products Technology Co., Ltd.
No… [+8490 chars]",2024-12-03T14:20:05Z
1409,FDA,Catwalk Cosmetic Laboratories Pty Ltd. - 693863 - 11/21/2024,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/catwalk-cosmetic-laboratories-pty-ltd-693863-11212024,"Delivery Method:
VIA UPS
Reference #:
320-25-18
Product:
Drugs 
Recipient:
Catwalk Cosmetic Laboratories Pty Ltd.
105 Capricorn Drive, Capricorn ParkMuizenbergWestern Cape7945South Africa
Is… [+10700 chars]",2024-11-26T14:20:11Z
1410,Jeremy Kahn,"At Web Summit last week, no sign of an AI slowdown—even if some wouldn’t mind one","The value of AI application companies is determined by what they can do with today's tech, not future AI progress.",https://fortune.com/2024/11/19/web-summit-ai-slowdown-no-sign-eye-on-ai/,Hello and welcome to Eye on AI. In this editionno sign of an AI slowdown at Web Summit; work on Amazons new Alexa plagued by further technical issues; a general purpose robot model; trying to bend Tr… [+14526 chars],2024-11-19T20:49:34Z
1411,FDA,"Zhejiang Qimei Cosmetics Co., Ltd. - 690950 - 11/07/2024",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/zhejiang-qimei-cosmetics-co-ltd-690950-11072024,"Delivery Method:
VIA UPS
Reference #:
320-25-13
Product:
Drugs 
Recipient:
Zhejiang Qimei Cosmetics Co., Ltd.
No. 518 ChuangYe RoadChongfu TownTongxiang ShiJiaxing ShiZhejiang Sheng, 314511Ch… [+9045 chars]",2024-11-12T14:20:05Z
1412,FDA,LCC Ltd. - 688576 - 11/21/2024,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lcc-ltd-688576-11212024,"Delivery Method:
VIA UPS
Reference #:
320-25-19
Product:
Drugs 
Recipient:
LCC Ltd.
738-13 Samyang-roDaeso-myeonEumseong-gunChungcheongbuk-doSouth Korea
Issuing Office:
Center for Drug Eval… [+29912 chars]",2024-12-03T14:20:04Z
1413,Matt Cole,Transparency: FMCSA proposes 'regulatory obligation' for brokers,"Among the four proposed amendments to the transparency regs is one that would move motor carriers' ""right"" to review records to a ""regulatory obligation"" for brokers to provide the record when requested.",https://www.overdriveonline.com/regulations/article/15708608/proposed-broker-transparency-rule-puts-regulatory-obligation-on-brokers,"After more than four and a half years since petitions were filed from trucking groups seeking increased brokered freight transparency, the Federal Motor Carrier Safety Administration on Wednesday wil… [+10338 chars]",2024-11-19T16:04:54Z
1414,FDA,Multaler et Cie SAS - 685009 - 11/05/2024,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/multaler-et-cie-sas-685009-11052024,"Delivery Method:
VIA UPS
Reference #:
320-25-10
Product:
Drugs 
Recipient:
Multaler et Cie SAS
1 Rue Ambroise CroizatArgenteuil95100Val dOiseFrance
Issuing Office:
Center for Drug Evaluatio… [+22654 chars]",2024-11-12T14:20:04Z
1415,Jacob Roundy,7 requirements for a transportation management system,"Essential TMS features are real-time tracking, route optimization, carrier management, load planning, fleet management, automated billing and invoicing, and analytics tools.",https://www.techtarget.com/searcherp/tip/Requirements-for-a-transportation-management-system,"A transportation management system is often an integral part of supply chain management and typically handles all aspects of transportation, from route optimization and vehicle tracking to inbound an… [+9265 chars]",2024-11-22T15:38:00Z
1416,Noor Al-Sibai,Nvidia's New AI Chips Are Reportedly Overheating in Server Farms,"Graphic Pushback Unit Nvidia's unreleased AI chips are apparently melting down, causing their shipment to be delayed until the beginning of 2025 at the earliest. As The Information reports, the company's uber-powerful Blackwell graphics processing units (GPUs…",https://futurism.com/the-byte/nvidia-blackwell-chips-overheating,"Customers are pissed.
Graphic Pushback Unit
Nvidia's unreleased AI chips are reportedly overheating, with customers worrying that their already-delayed shipment may be pushed back yet again.
As Th… [+2610 chars]",2024-11-19T21:15:30Z
1417,Efrat Lachter,Trump said to lift all military restrictions on Israel on 1st day in office according to reports,"President-elect Donald Trump’s promise could lead to a 60-day cease-fire, allowing Israel to suspend hostilities until military support resumes under the new administration.",https://www.foxnews.com/world/trump-said-lift-all-military-restrictions-israel-first-day-office-according-reports,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
By entering your email and pushing continue, you are ag… [+3475 chars]",2024-11-15T16:38:23Z
1418,Richard Ferrer,"Israel approves ceasefire with Hezbollah, paving way for end of conflict",The deal — the longest ceasefire Israel has agreed to since Hamas invaded from Gaza — signals a new phase in Israel’s multi-front war,https://www.jewishnews.co.uk/israel-approves-ceasefire-with-hezbollah-paving-way-for-end-of-conflict/,"Israels security cabinet has approved a U.S.-brokered ceasefire proposal with Hezbollah, which would end more than a year of conflict with the terror group on Israels border with Lebanon.
Israeli Pr… [+5202 chars]",2024-11-26T21:01:46Z
1419,,The Klondike Gold Rush,"In August 1896, a party led by Skookum Jim Mason discovered rich gold deposits near the confluence of the Klondike and Yukon rivers in northwest Canada. The news quickly spread to other mining camps in the river valley and reached the US within a year, settin…",https://encyclopedia.thefreedictionary.com/Klondike+Gold+Rush,"The Klondike Gold Rush, also called the Yukon Gold Rush, the Alaska Gold Rush, the Alaska-Yukon Gold Rush and the Last Great Gold Rush, was a migration by an estimated 100,000 prospectors to the Klon… [+98247 chars]",2024-12-01T05:00:00Z
1420,Jyoti Mann,Blackwell is key to Nvidia's next growth phase. The new AI chip has reportedly hit an overheating snag.,Nvidia's new Blackwell chips are highly sought after in the AI boom because they are at least twice as fast as its predecessor.,https://www.businessinsider.com/nvidia-blackwell-chip-ai-overheating-delay-share-price-2024-11,"Nvidia's Blackwell chip promises faster compute for AI than predecessors. Nvidia
<ul><li>Nvidia has asked suppliers to change server racks for Blackwell due to overheating, per The Information.</li>… [+2836 chars]",2024-11-18T11:27:57Z
1421,Tim Hardwick,Kuo: New HomePod With Smart Home Display Arriving in Late 2025,"Apple's long-rumored HomePod with a display has been delayed again and is now expected to launch after WWDC 2025, likely in the third quarter of the year, according to analyst Ming-Chi Kuo. This timeline is a shift from Kuo's earlier prediction of a 2024 rele…",https://www.macrumors.com/2024/12/04/kuo-homepod-display-coming-late-2025/,"Apple's long-rumored HomePod with a display has been delayed again and is now expected to launch after WWDC 2025, likely in the third quarter of the year, according to analyst Ming-Chi Kuo. This time… [+1506 chars]",2024-12-04T09:57:42Z
1422,Belén Fernández,Biden (maybe) wants Israel to stop using US bulldozers for ethnic cleansing,But the outgoing US president's support for all other aspects of Israel's genocide remains ironclad.,https://www.aljazeera.com/opinions/2024/11/12/biden-maybe-wants-israel-to-stop-using-us-bulldozers-for-ethnic-cleansing,"On Sunday, Israeli media reported a freeze in certain bulldozer shipments from the United States to Israel. The prominent English-language website Ynet News, for example, went with the sensational he… [+5281 chars]",2024-11-12T15:09:02Z
1423,Sagar Naresh Bhavsar,Apple's rumored smart home display has been delayed again,Apple's rumored display-equipped smart home device is reportedly delayed again and now may arrive after WWDC 2025. Read more...,https://www.neowin.net/news/apples-rumored-smart-home-display-has-been-delayed-again/,"Apple has been rumored to be working on a smart home device featuring a display for quite some time. The smart home display device is reported to potentially run a new ""homeOS"" software designed spec… [+1967 chars]",2024-12-04T15:32:01Z
1424,Kaicoffee,"30% off Kai Coffee Arrow, Old School, 5-0, Mavericks Blends: 1kg $35 (Was $50) & Free Express Postage @ Kai Coffee","Merry Christmas OzBargainers! We are kicking off the holidays with the best Christmas Present idea ever… COFFEE! So we are offering 30% off any of our four main blends: Arrow, Old School, 5-0 and Mavericks (1kg bag size). Free Express Post Shipping. You can o…",https://www.ozbargain.com.au/node/881595,"Merry Christmas OzBargainers! We are kicking off the holidays with the best Christmas Present idea ever… COFFEE! So we are offering 30% off any of our four main blends: Arrow, Old School, 5-0 and Mav… [+444 chars]",2024-11-30T01:28:21Z
1425,Kaicoffee,30% off Kai Coffee Mavericks Blend: 1kg $35 (Was $50) & Free Express Postage @ Kai Coffee,"Hey OzBargainers! We’re kicking off our Black Friday Sale early to celebrate the launch of our revamped Mavericks Blend—our best blend yet! Note this sale is for 1kg bags only however you can add as many bags as you'd like.

Inspired by California's most powe…",https://www.ozbargain.com.au/node/877334,Hey OzBargainers! Were kicking off our Black Friday Sale early to celebrate the launch of our revamped Mavericks Blendour best blend yet! Note this sale is for 1kg bags only however you can add as ma… [+941 chars],2024-11-16T21:40:50Z
1426,DIGITIMES,India roundup: SoftBank CEO's visit to India for AI,"SoftBank, which has stakes in numerous Indian unicorns, focuses on tapping into India's potential in the AI era. Nationally, India may introduce another incentive to support local electronics manufacturers. An area Apple is currently scouting for.",https://www.digitimes.com/news/a20241128VL207/ceo-electronics-growth-antitrust-apple.html,"SoftBank, which has stakes in numerous Indian unicorns, focuses on tapping into India's potential in the AI era. Nationally, India may introduce another incentive to support local electronics manufac… [+2356 chars]",2024-12-02T00:45:01Z
1427,"Lars Daniel, Contributor, 
 Lars Daniel, Contributor
 https://www.forbes.com/sites/larsdaniel/",FBI Warning—Online Holiday Shopping Scams Could Ruin Your 2024 Season,The FBI has issued a warning to consumers about the growing risks of holiday-related online shopping fraud. Here's what to watch out for.,https://www.forbes.com/sites/larsdaniel/2024/12/03/fbi-warning-online-holiday-shopping-scams-could-ruin-your-2024-season/,"FBI agent working on his computer in office
getty
The holiday season is a time of joy and celebration, but its also prime hunting season for scammers. In 2024, the FBI has issued a warning to consu… [+11734 chars]",2024-12-03T21:32:48Z
1428,Garth Franklin,"Quick News: Paddington, Canyon, Gangs, Unknown",Paddington in Peru The U.S. theatrical release for the much anticipated “Paddington in Peru” has been delayed – moving from January 17th 2025 to February 14th 2025. No reason for the delay has been given. The film was already released in early November in the…,https://www.darkhorizons.com/quick-news-paddington-canyon-gangs-unknown/,Paddington in PeruThe U.S. theatrical release for the much anticipated “Paddington in Peru” has been delayed – moving from January 17th 2025 to February 14th 2025. No reason for the delay has been gi… [+2344 chars],2024-11-27T22:25:49Z
1429,Rishaj Upadhyay,Apple's new HomePod with a display could arrive late in 2025,Popular Apple analyst Ming-Chi Kuo hints that Apple could launch the new HomePod with smart home display late in 2025.,https://www.androidheadlines.com/2024/12/apple-homepod-smart-home-display-2025.html,"If you are waiting for Apples long-rumored HomePod with a smart display, the wait might extend further. Popular Apple analyst Ming-Chi Kuo reveals that the company might launch the new HomePod late i… [+1921 chars]",2024-12-04T16:52:56Z
1430,Levi Li,"Nvidia's Blackwell rack design reportedly faces overheating, potentially delaying shipments","Nvidia's upcoming Blackwell GPUs, already delayed to market, are reportedly facing severe overheating issues in high-capacity server racks, raising concerns over deployment timelines.",https://www.digitimes.com/news/a20241118PD217/nvidia-blackwell-gpu-design-shipments.html,"Nvidia's upcoming Blackwell GPUs, already delayed to market, are reportedly facing severe overheating issues in high-capacity server racks, raising concerns over deployment timelines.
Nvidia has req… [+3869 chars]",2024-11-18T08:58:50Z
1431,Bloomberg News,Lights Dim at Giant Russian LNG Construction Facility as Sanctions Bite,Activity appears to have slumped at Russia's only construction yard for liquefied natural gas modules.,https://www.rigzone.com/news/wire/lights_dim_at_giant_russian_lng_construction_facility_as_sanctions_bite-23-nov-2024-178832-article/,"Activity appears to have slumped at Russia’s only construction yard for liquefied natural gas modules, another sign of how Western sanctions are thwarting the country’s ambition to become a top playe… [+3712 chars]",2024-11-23T12:00:00Z
1432,Bloomberg,Lights Dim at Giant Russian LNG Construction Facility as Energy Sanctions Bite,"Activity appears to have slumped at Russia’s only construction yard for liquefied natural gas modules, another sign of how Western sanctions are thwarting the country’s ambition to become a top player in this key energy market.",https://gcaptain.com/lights-dim-at-giant-russian-lng-construction-facility-as-energy-sanctions-bite/,"(Bloomberg) —
Activity appears to have slumped at Russias only construction yard for liquefied natural gas modules, another sign of how Western sanctions are thwarting the countrys ambition to becom… [+3828 chars]",2024-11-22T18:05:16Z
1433,Hello Yarn,"""Nibbling"" October Fiber Club Coordinate- PRE-ORDER - 4 oz. - $22.00","This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of update orders. I'll automatically combine extras and coordin…",http://shop.helloyarn.com/product/nibbling-october-fiber-club-coordinate-pre-order-4-oz,"This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of … [+693 chars]",2024-11-11T16:16:38Z
1434,Hello Yarn,"""Fall Skies"" October Fiber Club Coordinate- PRE-ORDER - 4 oz. - $22.00","This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of update orders. I'll automatically combine extras and coordin…",http://shop.helloyarn.com/product/fall-skies-october-fiber-club-coordinate-pre-order-4-oz,"This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of … [+684 chars]",2024-11-11T16:14:43Z
1435,Hello Yarn,"""Mulch"" October Fiber Club Coordinate- PRE-ORDER - 4 oz. - $22.00","This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of update orders. I'll automatically combine extras and coordin…",http://shop.helloyarn.com/product/mulch-october-fiber-club-coordinate-pre-order-4-oz,"This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of … [+680 chars]",2024-11-11T16:13:14Z
1436,FDA,"Hangzhou Huiji Biotechnology Co., Ltd. - 692844 - 11/18/2024",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hangzhou-huiji-biotechnology-co-ltd-692844-11182024,"Delivery Method:
VIA UPS
Reference #:
320-25-16
Product:
Drugs 
Recipient:
Hangzhou Huiji Biotechnology Co., Ltd.
No. 3 Shunshuiqiao RoadRenhe StreetYuhang QuHangzhou ShiZhejiang Sheng, 31001… [+10200 chars]",2024-11-26T14:20:06Z
1437,Hello Yarn,"""Delicate Blossoms"" October Fiber Club Coordinate- PRE-ORDER - 4 oz. - $22.00","This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of update orders. I'll automatically combine extras and coordin…",http://shop.helloyarn.com/product/delicate-blossoms-october-fiber-club-coordinate-pre-order-4-oz,"This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of … [+686 chars]",2024-11-11T16:17:41Z
1438,Hello Yarn,"""Surprisingly Tart"" October Fiber Club Coordinate- PRE-ORDER - 4 oz. - $22.00","This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of update orders. I'll automatically combine extras and coordin…",http://shop.helloyarn.com/product/surprisingly-tart-october-fiber-club-coordinate-pre-order-4-oz,"This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of … [+686 chars]",2024-11-11T16:15:49Z
1439,Hello Yarn,"""Dried Leaf"" October Fiber Club Coordinate- PRE-ORDER - 4 oz. - $22.00","This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of update orders. I'll automatically combine extras and coordin…",http://shop.helloyarn.com/product/dried-leaf-october-fiber-club-coordinate-pre-order-4-oz,"This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of … [+696 chars]",2024-11-11T16:14:11Z
1440,Caitlin Doornbos,"Experts fear Ukraine’s use of long-range US missiles won’t be enough against Russia: ‘Death by 1,000 cuts’","The move, announced Sunday, lifts a restriction on firing the American-made Army Tactical Missile System (ATACMS), which have nearly double the striking distance of most of the missiles in Ukraine's possession.",https://nypost.com/2024/11/18/us-news/experts-fear-greenlight-on-ukraines-use-of-long-range-us-missiles-not-enough/,"WASHINGTON President Biden has authorized Ukraine to use powerful long-range ballistic missiles to strike deeper inside Russia — but experts fear it may be too little, too late.
The move, announced … [+5532 chars]",2024-11-18T23:07:43Z
1441,Amanda Kay Oaks,Disney Dreamlight Valley Update Gets Players Ready for The Storybook Vale,"The first part of Disney Dreamlight Valley’s new Expansion Pass, Storybook Vale, launches on November 20. To get ready for the new expansion, the game received an update with plenty of bug fixes and tweaks for all players, whether or not they’ve preordered St…",http://comicbook.com/gaming/news/disney-dreamlight-valley-storybook-vale-update-patch-notes/,"The first part of Disney Dreamlight Valley’s new Expansion Pass, Storybook Vale, launches on November 20. To get ready for the new expansion, the game received an update with plenty of bug fixes and … [+6265 chars]",2024-11-19T23:04:34Z
1442,Amanda Kay Oaks,Disney Dreamlight Valley Update Gets Players Ready for The Storybook Vale,"The first part of Disney Dreamlight Valley’s new Expansion Pass, Storybook Vale, launches on November 20. To get ready for the new expansion, the game received an update with plenty of bug fixes and tweaks for all players, whether or not they’ve preordered St…",http://comicbook.com/gaming/news/disney-dreamlight-valley-update-for-storybook-vale/,"The first part of Disney Dreamlight Valley’s new Expansion Pass, Storybook Vale, launches on November 20. To get ready for the new expansion, the game received an update with plenty of bug fixes and … [+6265 chars]",2024-11-19T23:04:34Z
1443,Bloomberg News,Lights Dim at Giant Russian LNG Construction Facility as Energy Sanctions Bite,"Activity appears to have slumped at Russia’s only construction yard for liquefied natural gas modules, another sign of how Western sanctions are thwarting the country’s ambition to become a top player in this key energy market.",https://financialpost.com/pmn/business-pmn/lights-dim-at-giant-russian-lng-construction-facility-as-energy-sanctions-bite,"(Bloomberg) Activity appears to have slumped at Russias only construction yard for liquefied natural gas modules, another sign of how Western sanctions are thwarting the countrys ambition to become a… [+3735 chars]",2024-11-22T06:18:33Z
1444,Sam Crabtree,How Do I Raise Grateful Kids?,"How can we raise kids to recognize with heartfelt gratitude that they are served by an endless conveyor belt of divinely supplied benefits including life, breath, and everything?",https://www.crossway.org/articles/how-do-i-raise-grateful-kids/,"Its Not Natural
Perhaps youve already discovered the bad news: our kids are not naturally grateful, but are naturally born self-preoccupied ingrates brimming with an attitude of entitlement exemplif… [+6658 chars]",2024-11-25T12:00:00Z
1445,Hello Yarn,"October Fiber Club Extras - ""Rosy Apples"" - 4 oz. - $22.00","Extra super duper love the fiber club fiber you received? Come back the week after club ships and there will be extras available so you can get some more! Bags are 4 oz., just like club.

This is a pre-order. Please allow up to 4 weeks for your order to be dy…",http://shop.helloyarn.com/product/october-fiber-club-extras-rosy-apples-4-oz,"Extra super duper love the fiber club fiber you received? Come back the week after club ships and there will be extras available so you can get some more! Bags are 4 oz., just like club.
This is a p… [+925 chars]",2024-11-11T16:10:58Z
1446,Hello Yarn,“Rosy Apples” October Fiber Club Coordinate Pack- PRE-ORDER - 6 oz. - $33.00,"This is open to all! 

This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders for speedy shipment of update orders. I'll automatically com…",http://shop.helloyarn.com/product/rosy-apples-october-fiber-club-coordinate-pack-pre-order-6-oz,"This is open to all!
This is a pre-order. Please allow up to 4 weeks for your order to be dyed and shipped. If you order these with shop update items, it will delay shipment. Place separate orders f… [+808 chars]",2024-11-11T16:11:58Z
1447,Hello Yarn,"September Fiber Club Extras - ""One Autumn Night"" - 4 oz. - SECONDS - $14.00","Seconds are the ends of dyelots. It's first quality fiber, just in smaller pieces- 4 per bag or fewer.

Extra super duper love the fiber club fiber you received? Come back the week after club ships and there will be extras available so you can get some more! …",http://shop.helloyarn.com/product/september-fiber-club-extras-one-autumn-night-4-oz-seconds,"Seconds are the ends of dyelots. It's first quality fiber, just in smaller pieces- 4 per bag or fewer.
Extra super duper love the fiber club fiber you received? Come back the week after club ships a… [+1082 chars]",2024-11-11T21:14:32Z
1448,Hello Yarn,"August Fiber Club Extras - ""Gnome Home"" - 4 oz. - SECONDS - $14.00","Seconds are the ends of dyelots. It's first quality fiber, just in smaller pieces- 4 per bag or fewer.

Extra super duper love the fiber club fiber you received? Come back the week after club ships and there will be extras available so you can get some more! …",http://shop.helloyarn.com/product/august-fiber-club-extras-gnome-home-4-oz-seconds,"Seconds are the ends of dyelots. It's first quality fiber, just in smaller pieces- 4 per bag or fewer.
Extra super duper love the fiber club fiber you received? Come back the week after club ships a… [+857 chars]",2024-11-11T21:16:27Z
1449,FDA,Eurosirel S.P.A - 690733 - 11/20/2024,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eurosirel-spa-690733-11202024,"Delivery Method:
VIA UPS
Reference #:
320-25-17
Product:
Drugs 
Recipient:
Eurosirel S.P.A
Viale Europa 3020090CusagoMIItaly
Issuing Office:
Center for Drug Evaluation and Research (CDER)
… [+8607 chars]",2024-11-26T14:20:10Z
1450,FDA,"Zhejiang Uniquality Nursing Products Technology Co., Ltd. dba ZheJiang YouQuan Care Products Technology Co., Ltd. - 690949 - 11/12/2024",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/zhejiang-uniquality-nursing-products-technology-co-ltd-dba-zhejiang-youquan-care-products-technology,"Delivery Method:
VIA UPS
Reference #:
320-25-14
Product:
Drugs 
Recipient:
Zhejiang Uniquality Nursing Products Technology Co., Ltd. dba ZheJiang YouQuan Care Products Technology Co., Ltd.
No… [+8490 chars]",2024-12-03T14:20:05Z
1451,FDA,Catwalk Cosmetic Laboratories Pty Ltd. - 693863 - 11/21/2024,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/catwalk-cosmetic-laboratories-pty-ltd-693863-11212024,"Delivery Method:
VIA UPS
Reference #:
320-25-18
Product:
Drugs 
Recipient:
Catwalk Cosmetic Laboratories Pty Ltd.
105 Capricorn Drive, Capricorn ParkMuizenbergWestern Cape7945South Africa
Is… [+10700 chars]",2024-11-26T14:20:11Z
1452,Jeremy Kahn,"At Web Summit last week, no sign of an AI slowdown—even if some wouldn’t mind one","The value of AI application companies is determined by what they can do with today's tech, not future AI progress.",https://fortune.com/2024/11/19/web-summit-ai-slowdown-no-sign-eye-on-ai/,Hello and welcome to Eye on AI. In this editionno sign of an AI slowdown at Web Summit; work on Amazons new Alexa plagued by further technical issues; a general purpose robot model; trying to bend Tr… [+14526 chars],2024-11-19T20:49:34Z
1453,FDA,"Zhejiang Qimei Cosmetics Co., Ltd. - 690950 - 11/07/2024",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/zhejiang-qimei-cosmetics-co-ltd-690950-11072024,"Delivery Method:
VIA UPS
Reference #:
320-25-13
Product:
Drugs 
Recipient:
Zhejiang Qimei Cosmetics Co., Ltd.
No. 518 ChuangYe RoadChongfu TownTongxiang ShiJiaxing ShiZhejiang Sheng, 314511Ch… [+9045 chars]",2024-11-12T14:20:05Z
1454,FDA,LCC Ltd. - 688576 - 11/21/2024,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lcc-ltd-688576-11212024,"Delivery Method:
VIA UPS
Reference #:
320-25-19
Product:
Drugs 
Recipient:
LCC Ltd.
738-13 Samyang-roDaeso-myeonEumseong-gunChungcheongbuk-doSouth Korea
Issuing Office:
Center for Drug Eval… [+29912 chars]",2024-12-03T14:20:04Z
1455,Matt Cole,Transparency: FMCSA proposes 'regulatory obligation' for brokers,"Among the four proposed amendments to the transparency regs is one that would move motor carriers' ""right"" to review records to a ""regulatory obligation"" for brokers to provide the record when requested.",https://www.overdriveonline.com/regulations/article/15708608/proposed-broker-transparency-rule-puts-regulatory-obligation-on-brokers,"After more than four and a half years since petitions were filed from trucking groups seeking increased brokered freight transparency, the Federal Motor Carrier Safety Administration on Wednesday wil… [+10338 chars]",2024-11-19T16:04:54Z
1456,FDA,Multaler et Cie SAS - 685009 - 11/05/2024,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/multaler-et-cie-sas-685009-11052024,"Delivery Method:
VIA UPS
Reference #:
320-25-10
Product:
Drugs 
Recipient:
Multaler et Cie SAS
1 Rue Ambroise CroizatArgenteuil95100Val dOiseFrance
Issuing Office:
Center for Drug Evaluatio… [+22654 chars]",2024-11-12T14:20:04Z
1457,Jacob Roundy,7 requirements for a transportation management system,"Essential TMS features are real-time tracking, route optimization, carrier management, load planning, fleet management, automated billing and invoicing, and analytics tools.",https://www.techtarget.com/searcherp/tip/Requirements-for-a-transportation-management-system,"A transportation management system is often an integral part of supply chain management and typically handles all aspects of transportation, from route optimization and vehicle tracking to inbound an… [+9265 chars]",2024-11-22T15:38:00Z
1458,Noor Al-Sibai,Nvidia's New AI Chips Are Reportedly Overheating in Server Farms,"Graphic Pushback Unit Nvidia's unreleased AI chips are apparently melting down, causing their shipment to be delayed until the beginning of 2025 at the earliest. As The Information reports, the company's uber-powerful Blackwell graphics processing units (GPUs…",https://futurism.com/the-byte/nvidia-blackwell-chips-overheating,"Customers are pissed.
Graphic Pushback Unit
Nvidia's unreleased AI chips are reportedly overheating, with customers worrying that their already-delayed shipment may be pushed back yet again.
As Th… [+2610 chars]",2024-11-19T21:15:30Z
1459,Efrat Lachter,Trump said to lift all military restrictions on Israel on 1st day in office according to reports,"President-elect Donald Trump’s promise could lead to a 60-day cease-fire, allowing Israel to suspend hostilities until military support resumes under the new administration.",https://www.foxnews.com/world/trump-said-lift-all-military-restrictions-israel-first-day-office-according-reports,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
By entering your email and pushing continue, you are ag… [+3475 chars]",2024-11-15T16:38:23Z
1460,Richard Ferrer,"Israel approves ceasefire with Hezbollah, paving way for end of conflict",The deal — the longest ceasefire Israel has agreed to since Hamas invaded from Gaza — signals a new phase in Israel’s multi-front war,https://www.jewishnews.co.uk/israel-approves-ceasefire-with-hezbollah-paving-way-for-end-of-conflict/,"Israels security cabinet has approved a U.S.-brokered ceasefire proposal with Hezbollah, which would end more than a year of conflict with the terror group on Israels border with Lebanon.
Israeli Pr… [+5202 chars]",2024-11-26T21:01:46Z
